Name,Enabled,Description,SortOrder,HasEvenSpaceCharacters,UsedSystemFont,HelpshiftSDKLanguage,HelpshiftSDKLanguageAndroid,HelpshiftLanguageTag,BoomBoxProvidesBackButton,TermsAndServiceUrl,TournamentTermsUrl,TournamentTermsUrlKunlun,ParentsGuideUrl,PrivacyPolicyUrl,TestLanguage,TestExcludes,RegionListFile,MaintenanceRoyalBox,RoyalBoxURL,RoyalBoxStageURL,RoyalBoxDevURL,RoyalBoxQAURL,CommunityVideoURL,CommunityVideoStageURL,CommunityVideoDevURL,CommunityVideoQAURL,HelpshiftURL,EsportsURL,EsportsStageURL,EsportsDevURL,EsportsQAURL,SelfHelpUrl,SelfHelpStagingUrl,SelfHelpDevUrl,ChineseBuildSelfHelpUrl,ClashFestUrl,ClashFestDevUrl,ShopOfferInfoWebSuffix,SinglePageAppRoyalBoxEnabled,SinglePageAppRoyalBoxURL,SinglePageAppRoyalBoxManifestURL,SinglePageAppRoyalBoxStageURL,SinglePageAppRoyalBoxStageManifestURL,SinglePageAppCommunityVideoURL,SinglePageAppCommunityVideoManifestURL,SinglePageAppCommunityVideoStageURL,SinglePageAppCommunityVideoStageManifestURL,SinglePageAppEsportsURL,SinglePageAppEsportsManifestURL,SinglePageAppEsportsStageURL,SinglePageAppEsportsStageManifestURL
String,boolean,string,int,boolean,string,string,string,string,boolean,string,string,string,string,string,boolean,string,string,boolean,string,string,string,string,string,string,string,string,string,String,string,string,string,string,string,string,string,string,string,string,boolean,string,string,string,string,string,string,string,string,string,string,string,string
CN,TRUE,,2,TRUE,STHeitiSC-Medium,zh-Hans,zh-Hans,CN,TRUE,http://supercell.com/en/terms-of-service/cn,http://supercell.com/en/community-tournament-guidelines/cn,https://kf.qq.com/touch/scene_product.html?scene_id=kf8521,http://www.supercell.com/en/parents/cn,http://www.supercell.com/en/privacy-policy/cn,,,csv_client/sorted_regions/CN_regions.csv,TRUE,https://inbox.clashroyale.cn/,,,,,,,,https://supercell.helpshift.com/a/clash-royale/?l=zh,,,,,https://ingame.help.supercellsupport.com/clash-royale/zh_cn/index.html,https://ingame.help.supercellsupport.com/clash-royale/zh_cn/index.html,https://ingame.help.supercellsupport.com/clash-royale/zh_cn/index.html,https://ingame.help.supercellsupport.cn/clash-royale/zh_cn/index.html,https://clashroyale.scescdn.com/en/,https://clashroyale-dev.scescdn.com/de/,/de,TRUE,https://clashroyale.inbox.supercell.com/index.html#/zh/news,https://clashroyale.inbox.supercell.com/data/zh/news/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/zh/news,https://clashroyale.inbox-staging.supercell.com/data/zh/news/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/zh/community,https://clashroyale.inbox.supercell.com/data/zh/community/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/zh/community,https://clashroyale.inbox-staging.supercell.com/data/zh/community/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/zh/esport,https://clashroyale.inbox.supercell.com/data/zh/esport/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/zh/esport,https://clashroyale.inbox-staging.supercell.com/data/zh/esport/manifest.json
JP,TRUE,,4,TRUE,HiraKakuProN-W6,ja,,JP,,http://supercell.com/en/terms-of-service/jp,http://supercell.com/en/community-tournament-guidelines/jp,http://supercell.com/en/community-tournament-guidelines/jp,http://www.supercell.com/en/parents/jp,http://www.supercell.com/en/privacy-policy/jp,,,csv_client/sorted_regions/JP_regions.csv,TRUE,https://inbox.clashroyale.com/ja/,https://inbox-staging.clashroyale.com/ja/,https://inbox-staging.clashroyale.com/ja/,https://inbox-staging.clashroyale.com/qa/,https://inbox.clashroyale.com/ja/community/,https://inbox-staging.clashroyale.com/ja/community/,https://inbox-staging.clashroyale.com/ja/community/,https://inbox-staging.clashroyale.com/ja/community/,https://supercell.helpshift.com/a/clash-royale/?l=jp,https://inbox-production.esports.clashroyale.com/ja/,https://inbox-staging.esports.clashroyale.com/ja/,https://inbox-staging.esports.clashroyale.com/ja/,https://inbox-staging.esports.clashroyale.com/en/,https://ingame.help.supercellsupport.com/clash-royale/ja/index.html,https://ingame.help.supercellsupport.com/clash-royale/ja/index.html,https://ingame.help.supercellsupport.com/clash-royale/ja/index.html,https://ingame.help.supercellsupport.com/clash-royale/ja/index.html,https://clashroyale.scescdn.com/ja/,https://clashroyale-dev.scescdn.com/ja/,/ja,TRUE,https://clashroyale.inbox.supercell.com/index.html#/ja/news,https://clashroyale.inbox.supercell.com/data/ja/news/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/ja/news,https://clashroyale.inbox-staging.supercell.com/data/ja/news/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/ja/community,https://clashroyale.inbox.supercell.com/data/ja/community/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/ja/community,https://clashroyale.inbox-staging.supercell.com/data/ja/community/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/ja/esport,https://clashroyale.inbox.supercell.com/data/ja/esport/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/ja/esport,https://clashroyale.inbox-staging.supercell.com/data/ja/esport/manifest.json
KR,TRUE,,3,TRUE,,ko,,KR,,http://supercell.com/en/terms-of-service/ko,http://supercell.com/en/community-tournament-guidelines/ko,http://supercell.com/en/community-tournament-guidelines/ko,http://www.supercell.com/en/parents/ko,http://www.supercell.com/en/privacy-policy/ko,,,csv_client/sorted_regions/KR_regions.csv,TRUE,https://inbox.clashroyale.com/ko/,https://inbox-staging.clashroyale.com/ko/,https://inbox-staging.clashroyale.com/ko/,https://inbox-staging.clashroyale.com/qa/,https://inbox.clashroyale.com/ko/community/,https://inbox-staging.clashroyale.com/ko/community/,https://inbox-staging.clashroyale.com/ko/community/,https://inbox-staging.clashroyale.com/ko/community/,https://supercell.helpshift.com/a/clash-royale/?l=ko,https://inbox-production.esports.clashroyale.com/ko/,https://inbox-staging.esports.clashroyale.com/ko/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://ingame.help.supercellsupport.com/clash-royale/ko/index.html,https://ingame.help.supercellsupport.com/clash-royale/ko/index.html,https://ingame.help.supercellsupport.com/clash-royale/ko/index.html,https://ingame.help.supercellsupport.com/clash-royale/ko/index.html,https://clashroyale.scescdn.com/kr/,https://clashroyale-dev.scescdn.com/kr/,/kr,TRUE,https://clashroyale.inbox.supercell.com/index.html#/ko/news,https://clashroyale.inbox.supercell.com/data/ko/news/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/ko/news,https://clashroyale.inbox-staging.supercell.com/data/ko/news/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/ko/community,https://clashroyale.inbox.supercell.com/data/ko/community/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/ko/community,https://clashroyale.inbox-staging.supercell.com/data/ko/community/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/ko/esport,https://clashroyale.inbox.supercell.com/data/ko/esport/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/ko/esport,https://clashroyale.inbox-staging.supercell.com/data/ko/esport/manifest.json
RU,TRUE,,14,,,ru,,RU,,http://supercell.com/en/terms-of-service/ru,http://supercell.com/en/community-tournament-guidelines/ru,http://supercell.com/en/community-tournament-guidelines/ru,http://www.supercell.com/en/parents/,http://www.supercell.com/en/privacy-policy/ru,,,,TRUE,https://inbox.clashroyale.com/ru/,https://inbox-staging.clashroyale.com/ru/,https://inbox-staging.clashroyale.com/,https://inbox-staging.clashroyale.com/qa/,https://inbox.clashroyale.com/ru/community/,https://inbox-staging.clashroyale.com/ru/community/,https://inbox-staging.clashroyale.com/ru/community/,https://inbox-staging.clashroyale.com/ru/community/,https://supercell.helpshift.com/a/clash-royale/?l=ru,https://inbox-production.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/ru/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://ingame.help.supercellsupport.com/clash-royale/ru/index.html,https://ingame.help.supercellsupport.com/clash-royale/ru/index.html,https://ingame.help.supercellsupport.com/clash-royale/ru/index.html,https://ingame.help.supercellsupport.com/clash-royale/ru/index.html,https://clashroyale.scescdn.com/en/,https://clashroyale-dev.scescdn.com,,TRUE,https://clashroyale.inbox.supercell.com/index.html#/ru/news,https://clashroyale.inbox.supercell.com/data/ru/news/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/ru/news,https://clashroyale.inbox-staging.supercell.com/data/ru/news/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/ru/community,https://clashroyale.inbox.supercell.com/data/ru/community/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/ru/community,https://clashroyale.inbox-staging.supercell.com/data/ru/community/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/ru/esport,https://clashroyale.inbox.supercell.com/data/ru/esport/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/ru/esport,https://clashroyale.inbox-staging.supercell.com/data/ru/esport/manifest.json
TEXT,TRUE,Longest text,100,,,zh-hans,zh-Hans,EN,,http://supercell.com/en/terms-of-service/,http://supercell.com/en/community-tournament-guidelines/,http://supercell.com/en/community-tournament-guidelines/,http://www.supercell.com/en/parents/,http://www.supercell.com/en/privacy-policy/,TRUE,AR,,TRUE,https://inbox.clashroyale.com/,https://inbox-staging.clashroyale.com/,https://inbox-staging.clashroyale.com/,https://inbox-staging.clashroyale.com/qa/,https://inbox.clashroyale.com/community/,https://inbox-staging.clashroyale.com/community/,https://inbox-staging.clashroyale.com/community/,https://inbox-staging.clashroyale.com/community/,https://supercell.helpshift.com/a/clash-royale/?l=en,https://inbox-production.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD,TRUE,Longest word,101,,,cn,Zh-Hant,EN,,http://supercell.com/en/terms-of-service/,http://supercell.com/en/community-tournament-guidelines/,http://supercell.com/en/community-tournament-guidelines/,http://www.supercell.com/en/parents/,http://www.supercell.com/en/privacy-policy/,TRUE,AR,,TRUE,https://inbox.clashroyale.com/,https://inbox-staging.clashroyale.com/,https://inbox-staging.clashroyale.com/,https://inbox-staging.clashroyale.com/qa/,https://inbox.clashroyale.com/community/,https://inbox-staging.clashroyale.com/community/,https://inbox-staging.clashroyale.com/community/,https://inbox-staging.clashroyale.com/community/,https://supercell.helpshift.com/a/clash-royale/?l=en,https://inbox-production.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE,TRUE,Double String,102,,,zh-Hans,zh-Hans,EN,,http://supercell.com/en/terms-of-service/,http://supercell.com/en/community-tournament-guidelines/,http://supercell.com/en/community-tournament-guidelines/,http://www.supercell.com/en/parents/,http://www.supercell.com/en/privacy-policy/,TRUE,,,TRUE,https://inbox.clashroyale.com/,https://inbox-staging.clashroyale.com/,https://inbox-staging.clashroyale.com/,https://inbox-staging.clashroyale.com/qa/,https://inbox.clashroyale.com/community/,https://inbox-staging.clashroyale.com/community/,https://inbox-staging.clashroyale.com/community/,https://inbox-staging.clashroyale.com/community/,https://supercell.helpshift.com/a/clash-royale/?l=en,https://inbox-production.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,,,,,,,,,,,,,,,,,,,,
EMPTY,TRUE,Empty texts,103,,,ko,ko,EN,,http://supercell.com/en/terms-of-service/,http://supercell.com/en/community-tournament-guidelines/,http://supercell.com/en/community-tournament-guidelines/,http://www.supercell.com/en/parents/,http://www.supercell.com/en/privacy-policy/,TRUE,,,TRUE,https://inbox.clashroyale.com/,https://inbox-staging.clashroyale.com/,https://inbox-staging.clashroyale.com/,https://inbox-staging.clashroyale.com/qa/,https://inbox.clashroyale.com/community/,https://inbox-staging.clashroyale.com/community/,https://inbox-staging.clashroyale.com/community/,https://inbox-staging.clashroyale.com/community/,https://supercell.helpshift.com/a/clash-royale/?l=en,https://inbox-production.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://ingame.help.supercellsupport.com/clash-royale/en/index.html,https://ingame.help.supercellsupport.com/clash-royale/en/index.html,https://ingame.help.supercellsupport.com/clash-royale/en/index.html,https://ingame.help.supercellsupport.com/clash-royale/en/index.html,https://clashroyale.scescdn.com/en/,https://clashroyale-dev.scescdn.com,,,,,,,,,,,,,,
CNT,TRUE,,15,TRUE,STHeitiSC-Medium,zh-Hant,zh-Hant,CNT,,http://supercell.com/en/terms-of-service/cn,http://supercell.com/en/community-tournament-guidelines/cn,http://supercell.com/en/community-tournament-guidelines/cn,http://www.supercell.com/en/parents/cn,http://www.supercell.com/en/privacy-policy/cn,,,csv_client/sorted_regions/CNT_regions.csv,TRUE,https://inbox.clashroyale.com/zh/,https://inbox-staging.clashroyale.com/zh/,https://inbox-staging.clashroyale.com/,https://inbox-staging.clashroyale.com/qa/,https://inbox.clashroyale.com/zh/community/,https://inbox-staging.clashroyale.com/zh/community/,https://inbox-staging.clashroyale.com/zh/community/,https://inbox-staging.clashroyale.com/zh/community/,https://supercell.helpshift.com/a/clash-royale/?l=zh-hant,https://inbox-production.esports.clashroyale.com/zh/,https://inbox-staging.esports.clashroyale.com/zh/,https://inbox-staging.esports.clashroyale.com/zh_cn/,https://inbox-staging.esports.clashroyale.com/en/,https://ingame.help.supercellsupport.com/clash-royale/zh/index.html,https://ingame.help.supercellsupport.com/clash-royale/zh/index.html,https://ingame.help.supercellsupport.com/clash-royale/zh/index.html,https://ingame.help.supercellsupport.com/clash-royale/zh/index.html,https://clashroyale.scescdn.com/zh-TW/,https://clashroyale-dev.scescdn.com/zh-TW/,,TRUE,https://clashroyale.inbox.supercell.com/index.html#/zh/news,https://clashroyale.inbox.supercell.com/data/zh/news/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/zh/news,https://clashroyale.inbox-staging.supercell.com/data/zh/news/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/zh/community,https://clashroyale.inbox.supercell.com/data/zh/community/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/zh/community,https://clashroyale.inbox-staging.supercell.com/data/zh/community/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/zh/esport,https://clashroyale.inbox.supercell.com/data/zh/esport/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/zh/esport,https://clashroyale.inbox-staging.supercell.com/data/zh/esport/manifest.json
AR,TRUE,,16,,,ar,,AR,,http://supercell.com/en/terms-of-service/,http://supercell.com/en/community-tournament-guidelines/,http://supercell.com/en/community-tournament-guidelines/,http://www.supercell.com/en/parents/,http://www.supercell.com/en/privacy-policy/,,,,TRUE,https://inbox.clashroyale.com/,https://inbox-staging.clashroyale.com/ar/,https://inbox-staging.clashroyale.com/,https://inbox-staging.clashroyale.com/qa/,https://inbox.clashroyale.com/ar/community/,https://inbox-staging.clashroyale.com/ar/community/,https://inbox-staging.clashroyale.com/ar/community/,https://inbox-staging.clashroyale.com/ar/community/,https://supercell.helpshift.com/a/clash-royale/?l=ar,https://inbox-production.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://ingame.help.supercellsupport.com/clash-royale/ar/index.html,https://ingame.help.supercellsupport.com/clash-royale/ar/index.html,https://ingame.help.supercellsupport.com/clash-royale/ar/index.html,https://ingame.help.supercellsupport.com/clash-royale/ar/index.html,https://clashroyale.scescdn.com/en/,https://clashroyale-dev.scescdn.com,,TRUE,https://clashroyale.inbox.supercell.com/index.html#/en/news,https://clashroyale.inbox.supercell.com/data/en/news/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/news,https://clashroyale.inbox-staging.supercell.com/data/en/news/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/en/community,https://clashroyale.inbox.supercell.com/data/en/community/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/community,https://clashroyale.inbox-staging.supercell.com/data/en/community/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/en/esport,https://clashroyale.inbox.supercell.com/data/en/esport/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/esport,https://clashroyale.inbox-staging.supercell.com/data/en/esport/manifest.json
FA,TRUE,,17,,,en,,EN,,http://supercell.com/en/terms-of-service/,http://supercell.com/en/community-tournament-guidelines/,http://supercell.com/en/community-tournament-guidelines/,http://www.supercell.com/en/parents/,http://www.supercell.com/en/privacy-policy/,,,,TRUE,https://inbox.clashroyale.com/,https://inbox-staging.clashroyale.com/fa/,https://inbox-staging.clashroyale.com/fa/,https://inbox-staging.clashroyale.com/qa/,https://inbox.clashroyale.com/fa/community/,https://inbox-staging.clashroyale.com/fa/community/,https://inbox-staging.clashroyale.com/fa/community/,https://inbox-staging.clashroyale.com/fa/community/,https://supercell.helpshift.com/a/clash-royale/?l=fa,https://inbox-production.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://ingame.help.supercellsupport.com/clash-royale/en/index.html,https://ingame.help.supercellsupport.com/clash-royale/en/index.html,https://ingame.help.supercellsupport.com/clash-royale/en/index.html,https://ingame.help.supercellsupport.com/clash-royale/en/index.html,https://clashroyale.scescdn.com/en/,https://clashroyale-dev.scescdn.com,,TRUE,https://clashroyale.inbox.supercell.com/index.html#/en/news,https://clashroyale.inbox.supercell.com/data/en/news/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/news,https://clashroyale.inbox-staging.supercell.com/data/en/news/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/en/community,https://clashroyale.inbox.supercell.com/data/en/community/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/community,https://clashroyale.inbox-staging.supercell.com/data/en/community/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/en/esport,https://clashroyale.inbox.supercell.com/data/en/esport/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/esport,https://clashroyale.inbox-staging.supercell.com/data/en/esport/manifest.json
MS,TRUE,,18,,,ms,,ms,,http://supercell.com/en/terms-of-service/,http://supercell.com/en/community-tournament-guidelines/,http://supercell.com/en/community-tournament-guidelines/,http://www.supercell.com/en/parents/ms,http://www.supercell.com/en/privacy-policy/,,,,TRUE,https://inbox.clashroyale.com/,https://inbox-staging.clashroyale.com/ms/,https://inbox-staging.clashroyale.com/ms/,https://ducn7cprpa5c7.cloudfront.net/vi/,https://inbox.clashroyale.com/ms/community/,https://inbox-staging.clashroyale.com/ms/community/,https://inbox-staging.clashroyale.com/ms/community/,https://inbox-staging.clashroyale.com/ms/community/,https://supercell.helpshift.com/a/clash-royale/?l=ms,https://inbox-production.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://ingame.help.supercellsupport.com/clash-royale/ms/index.html,https://ingame.help.supercellsupport.com/clash-royale/ms/index.html,https://ingame.help.supercellsupport.com/clash-royale/ms/index.html,https://ingame.help.supercellsupport.com/clash-royale/ms/index.html,https://clashroyale.scescdn.com/en/,https://clashroyale-dev.scescdn.com,,TRUE,https://clashroyale.inbox.supercell.com/index.html#/en/news,https://clashroyale.inbox.supercell.com/data/en/news/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/news,https://clashroyale.inbox-staging.supercell.com/data/en/news/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/en/community,https://clashroyale.inbox.supercell.com/data/en/community/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/community,https://clashroyale.inbox-staging.supercell.com/data/en/community/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/en/esport,https://clashroyale.inbox.supercell.com/data/en/esport/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/esport,https://clashroyale.inbox-staging.supercell.com/data/en/esport/manifest.json
ID,TRUE,,19,,,id,,id,,http://supercell.com/en/terms-of-service/,http://supercell.com/en/community-tournament-guidelines/,http://supercell.com/en/community-tournament-guidelines/,http://www.supercell.com/en/parents/id,http://www.supercell.com/en/privacy-policy/,,,,TRUE,https://inbox.clashroyale.com/id/,https://inbox-staging.clashroyale.com/id/,https://inbox-staging.clashroyale.com/id/,https://inbox-staging.clashroyale.com/vi/,https://inbox.clashroyale.com/id/community/,https://inbox-staging.clashroyale.com/id/community/,https://inbox-staging.clashroyale.com/id/community/,https://inbox-staging.clashroyale.com/id/community/,https://supercell.helpshift.com/a/clash-royale/?l=id,https://inbox-production.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://ingame.help.supercellsupport.com/clash-royale/id/index.html,https://ingame.help.supercellsupport.com/clash-royale/id/index.html,https://ingame.help.supercellsupport.com/clash-royale/id/index.html,https://ingame.help.supercellsupport.com/clash-royale/id/index.html,https://clashroyale.scescdn.com/en/,https://clashroyale-dev.scescdn.com,,TRUE,https://clashroyale.inbox.supercell.com/index.html#/id/news,https://clashroyale.inbox.supercell.com/data/id/news/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/id/news,https://clashroyale.inbox-staging.supercell.com/data/id/news/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/id/community,https://clashroyale.inbox.supercell.com/data/id/community/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/id/community,https://clashroyale.inbox-staging.supercell.com/data/id/community/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/id/esport,https://clashroyale.inbox.supercell.com/data/id/esport/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/id/esport,https://clashroyale.inbox-staging.supercell.com/data/id/esport/manifest.json
TH,TRUE,,20,TRUE,STHeitiSC-Medium,en,,EN,,http://supercell.com/en/terms-of-service/,http://supercell.com/en/community-tournament-guidelines/,http://supercell.com/en/community-tournament-guidelines/,http://www.supercell.com/en/parents/,http://www.supercell.com/en/privacy-policy/,,,,TRUE,https://inbox.clashroyale.com/th/,https://inbox-staging.clashroyale.com/th/,https://inbox-staging.clashroyale.com/th/,https://inbox-staging.clashroyale.com/qa/,https://inbox.clashroyale.com/th/community/,https://inbox-staging.clashroyale.com/th/community/,https://inbox-staging.clashroyale.com/th/community/,https://inbox-staging.clashroyale.com/th/community/,https://supercell.helpshift.com/a/clash-royale/?l=th,https://inbox-production.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://ingame.help.supercellsupport.com/clash-royale/en/index.html,https://ingame.help.supercellsupport.com/clash-royale/en/index.html,https://ingame.help.supercellsupport.com/clash-royale/en/index.html,https://ingame.help.supercellsupport.com/clash-royale/en/index.html,https://clashroyale.scescdn.com/en/,https://clashroyale-dev.scescdn.com,,TRUE,https://clashroyale.inbox.supercell.com/index.html#/en/news,https://clashroyale.inbox.supercell.com/data/en/news/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/news,https://clashroyale.inbox-staging.supercell.com/data/en/news/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/en/community,https://clashroyale.inbox.supercell.com/data/en/community/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/community,https://clashroyale.inbox-staging.supercell.com/data/en/community/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/en/esport,https://clashroyale.inbox.supercell.com/data/en/esport/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/esport,https://clashroyale.inbox-staging.supercell.com/data/en/esport/manifest.json
FI,TRUE,,13,,,fi,,FI,,http://supercell.com/en/terms-of-service/fi/,http://supercell.com/en/community-tournament-guidelines/fi/,http://supercell.com/en/community-tournament-guidelines/fi/,http://supercell.com/en/parents/fi/,http://supercell.com/en/privacy-policy/fi/,,,,TRUE,https://inbox.clashroyale.com/,https://inbox-staging.clashroyale.com/fi/,https://inbox-staging.clashroyale.com/fi/,https://inbox-staging.clashroyale.com/qa/,https://inbox.clashroyale.com/fi/community/,https://inbox-staging.clashroyale.com/fi/community/,https://inbox-staging.clashroyale.com/fi/community/,https://inbox-staging.clashroyale.com/fi/community/,https://supercell.helpshift.com/a/clash-royale/?l=fi,https://inbox-production.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://inbox-staging.esports.clashroyale.com/en/,https://ingame.help.supercellsupport.com/clash-royale/fi/index.html,https://ingame.help.supercellsupport.com/clash-royale/fi/index.html,https://ingame.help.supercellsupport.com/clash-royale/fi/index.html,https://ingame.help.supercellsupport.com/clash-royale/fi/index.html,https://clashroyale.scescdn.com/en/,https://clashroyale-dev.scescdn.com,,TRUE,https://clashroyale.inbox.supercell.com/index.html#/en/news,https://clashroyale.inbox.supercell.com/data/en/news/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/news,https://clashroyale.inbox-staging.supercell.com/data/en/news/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/en/community,https://clashroyale.inbox.supercell.com/data/en/community/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/community,https://clashroyale.inbox-staging.supercell.com/data/en/community/manifest.json,https://clashroyale.inbox.supercell.com/index.html#/en/esport,https://clashroyale.inbox.supercell.com/data/en/esport/manifest.json,https://clashroyale.inbox-staging.supercell.com/index.html#/en/esport,https://clashroyale.inbox-staging.supercell.com/data/en/esport/manifest.json
